tier,ps,ki,incident_id,field,comparison,extracted,ground_truth
Haiku,PS1,KI1,2026-04-05-a12d,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-04-05-a12d,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS1,KI1,2026-04-05-a12d,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-05-a12d,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-05-a12d,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-05-a12d,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-05-a12d,harm.affected_parties,correct,"US airman (depicted in false image), General public, US citizens","general public, US airman"
Haiku,PS1,KI1,2026-04-05-0d39,event.event_type,incorrect,AI-enabled cyberattack,AI incident
Haiku,PS1,KI1,2026-04-05-0d39,ai_system.system_type,incorrect,AI-powered cybersecurity exploitation tools,other
Haiku,PS1,KI1,2026-04-05-0d39,harm.harm_type,incorrect,"financial loss, security breach, vulnerability exploitation",economic
Haiku,PS1,KI1,2026-04-05-0d39,harm.severity,incorrect,high,severe
Haiku,PS1,KI1,2026-04-05-0d39,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS1,KI1,2026-04-05-0d39,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-05-0d39,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-05-0d39,ai_system.deployer,hallucinated,cybercriminals,not stated
Haiku,PS1,KI1,2026-04-05-0d39,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-05-0d39,harm.affected_parties,correct,"cryptocurrency platforms, Drift protocol users",cryptocurrency platform users
Haiku,PS1,KI1,2026-04-05-8196,event.event_type,incorrect,Misinformation generation,AI incident
Haiku,PS1,KI1,2026-04-05-8196,ai_system.system_type,incorrect,Search result generation system,chatbot
Haiku,PS1,KI1,2026-04-05-8196,harm.harm_type,incorrect,"Misinformation, factual errors, unreliable source citations","reputational, other"
Haiku,PS1,KI1,2026-04-05-8196,harm.severity,incorrect,High,significant
Haiku,PS1,KI1,2026-04-05-8196,event.event_date,correct,2026-04-05,2026-04-05
Haiku,PS1,KI1,2026-04-05-8196,ai_system.name,correct,Google AI Overviews,AI Overviews
Haiku,PS1,KI1,2026-04-05-8196,ai_system.developer,correct,Google,Google
Haiku,PS1,KI1,2026-04-05-8196,ai_system.deployer,correct,Google,Google
Haiku,PS1,KI1,2026-04-05-8196,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-05-8196,harm.affected_parties,incorrect,"Search users, general public",Google search users
Haiku,PS1,KI1,2026-04-04-723a,event.event_type,incorrect,AI-Generated Voice Cloning and Copyright Fraud,AI incident
Haiku,PS1,KI1,2026-04-04-723a,ai_system.system_type,incorrect,Voice cloning AI,generative AI
Haiku,PS1,KI1,2026-04-04-723a,harm.harm_type,incorrect,"Voice impersonation, Copyright fraud, Content takedowns, Revenue loss, Reputational harm",rights violation
Haiku,PS1,KI1,2026-04-04-723a,harm.severity,missing,not stated,significant
Haiku,PS1,KI1,2026-04-04-723a,event.event_date,correct,2026-04-04,2026-04-04
Haiku,PS1,KI1,2026-04-04-723a,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-04-723a,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-04-723a,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-04-723a,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-04-723a,harm.affected_parties,correct,Murphy Campbell (folk musician),Murphy Campbell
Haiku,PS1,KI1,2026-04-03-ad3a,event.event_type,incorrect,AI Model Behavioral Anomaly,AI hazard
Haiku,PS1,KI1,2026-04-03-ad3a,ai_system.system_type,incorrect,Chatbot / Large Language Model,generative AI
Haiku,PS1,KI1,2026-04-03-ad3a,harm.harm_type,incorrect,"Deceptive behavior, harmful behavior, blackmail, cheating",other
Haiku,PS1,KI1,2026-04-03-ad3a,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-04-03-ad3a,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS1,KI1,2026-04-03-ad3a,ai_system.name,correct,Claude Sonnet 4.5,Claude Sonnet 4.5
Haiku,PS1,KI1,2026-04-03-ad3a,ai_system.developer,correct,Anthropic,Anthropic
Haiku,PS1,KI1,2026-04-03-ad3a,ai_system.deployer,missing,not stated,Anthropic
Haiku,PS1,KI1,2026-04-03-ad3a,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-03-ad3a,harm.affected_parties,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-03-b896,event.event_type,incorrect,Data Breach / Malware Distribution,AI incident
Haiku,PS1,KI1,2026-04-03-b896,ai_system.system_type,incorrect,Code AI,generative AI
Haiku,PS1,KI1,2026-04-03-b896,harm.harm_type,incorrect,"Credential theft, malware installation, network compromise, data theft",economic
Haiku,PS1,KI1,2026-04-03-b896,harm.severity,missing,not stated,significant
Haiku,PS1,KI1,2026-04-03-b896,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS1,KI1,2026-04-03-b896,ai_system.name,correct,Claude Code,Claude Code
Haiku,PS1,KI1,2026-04-03-b896,ai_system.developer,correct,Anthropic,Anthropic
Haiku,PS1,KI1,2026-04-03-b896,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-03-b896,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-03-b896,harm.affected_parties,correct,Developers and organizations,"developers, organizations"
Haiku,PS1,KI1,2026-04-03-3751,event.event_type,incorrect,Cyberattack,AI incident
Haiku,PS1,KI1,2026-04-03-3751,ai_system.system_type,incorrect,Autonomous AI agents,generative AI
Haiku,PS1,KI1,2026-04-03-3751,harm.harm_type,incorrect,"Cyberattack, Device hacking, Data theft","economic, reputational"
Haiku,PS1,KI1,2026-04-03-3751,harm.severity,missing,not stated,severe
Haiku,PS1,KI1,2026-04-03-3751,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS1,KI1,2026-04-03-3751,ai_system.name,correct,"Mythos, OpenAI models",Mythos
Haiku,PS1,KI1,2026-04-03-3751,ai_system.developer,correct,"Anthropic, OpenAI","Anthropic, OpenAI"
Haiku,PS1,KI1,2026-04-03-3751,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-03-3751,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-03-3751,harm.affected_parties,correct,"Hundreds of devices, Government","government agencies, general public"
Haiku,PS1,KI1,2026-04-03-ea3b,event.event_type,incorrect,Acquisition with competitive concerns,AI hazard
Haiku,PS1,KI1,2026-04-03-ea3b,ai_system.system_type,incorrect,Supercomputer and AI model training management software,other
Haiku,PS1,KI1,2026-04-03-ea3b,harm.harm_type,incorrect,"Potential unfair competitive advantage, reduced fair access to critical infrastructure",economic
Haiku,PS1,KI1,2026-04-03-ea3b,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-04-03-ea3b,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS1,KI1,2026-04-03-ea3b,ai_system.name,correct,Slurm Workload Manager,Slurm
Haiku,PS1,KI1,2026-04-03-ea3b,ai_system.developer,correct,SchedMD,SchedMD
Haiku,PS1,KI1,2026-04-03-ea3b,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-03-ea3b,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-03-ea3b,harm.affected_parties,correct,"AI and supercomputing specialists, competitors of Nvidia, users of Slurm software",AI and supercomputing community
Haiku,PS1,KI1,2026-04-03-6486,event.event_type,incorrect,Autonomous AI system approval for medical decision-making,AI hazard
Haiku,PS1,KI1,2026-04-03-6486,ai_system.system_type,correct,Chatbot,chatbot
Haiku,PS1,KI1,2026-04-03-6486,harm.harm_type,incorrect,"Patient safety risk, reduced human oversight, possible prescription errors","physical, psychological"
Haiku,PS1,KI1,2026-04-03-6486,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-04-03-6486,event.event_date,correct,2026-04-03,2026-04-03
Haiku,PS1,KI1,2026-04-03-6486,ai_system.name,hallucinated,Legion Health AI chatbot,not stated
Haiku,PS1,KI1,2026-04-03-6486,ai_system.developer,correct,Legion Health,Legion Health
Haiku,PS1,KI1,2026-04-03-6486,ai_system.deployer,correct,Legion Health,Legion Health
Haiku,PS1,KI1,2026-04-03-6486,event.event_location,incorrect,United States - Utah,"Utah, United States"
Haiku,PS1,KI1,2026-04-03-6486,harm.affected_parties,correct,Patients requiring psychiatric medication prescriptions,psychiatric patients
Haiku,PS1,KI1,2026-04-02-7021,event.event_type,incorrect,AI system expansion in education,AI hazard
Haiku,PS1,KI1,2026-04-02-7021,ai_system.system_type,incorrect,Adaptive learning software,other
Haiku,PS1,KI1,2026-04-02-7021,harm.harm_type,incorrect,"Potential risks to educational quality, student well-being, and privacy",psychological
Haiku,PS1,KI1,2026-04-02-7021,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-04-02-7021,event.event_date,correct,2026-04-02,2026-04-02
Haiku,PS1,KI1,2026-04-02-7021,ai_system.name,hallucinated,AI-powered adaptive learning software,not stated
Haiku,PS1,KI1,2026-04-02-7021,ai_system.developer,missing,not stated,Alpha Schools
Haiku,PS1,KI1,2026-04-02-7021,ai_system.deployer,correct,Alpha Schools,Alpha Schools
Haiku,PS1,KI1,2026-04-02-7021,event.event_location,correct,"United States, major US cities",United States
Haiku,PS1,KI1,2026-04-02-7021,harm.affected_parties,correct,"Students, teachers, educational institutions",students
Haiku,PS1,KI1,2026-04-02-2a8b,event.event_type,incorrect,Advocacy campaign against AI-generated content,AI hazard
Haiku,PS1,KI1,2026-04-02-2a8b,ai_system.system_type,incorrect,AI-generated video generation,content moderation
Haiku,PS1,KI1,2026-04-02-2a8b,harm.harm_type,incorrect,"Harm to children's development, Reality distortion, Displacement of human creators, Degraded content quality",psychological
Haiku,PS1,KI1,2026-04-02-2a8b,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-04-02-2a8b,event.event_date,correct,2026-04-02,2026-04-02
Haiku,PS1,KI1,2026-04-02-2a8b,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-02-2a8b,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-02-2a8b,ai_system.deployer,incorrect,Google/YouTube,"Google, YouTube"
Haiku,PS1,KI1,2026-04-02-2a8b,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-02-2a8b,harm.affected_parties,correct,"Children, Human content creators",children
Haiku,PS1,KI1,2026-04-02-6589,event.event_type,incorrect,Plagiarism and intellectual property violation,AI incident
Haiku,PS1,KI1,2026-04-02-6589,ai_system.system_type,incorrect,LLM-based content generation,generative AI
Haiku,PS1,KI1,2026-04-02-6589,harm.harm_type,incorrect,"Plagiarism, intellectual property violation, unauthorized use of copyrighted content",rights violation
Haiku,PS1,KI1,2026-04-02-6589,harm.severity,missing,not stated,significant
Haiku,PS1,KI1,2026-04-02-6589,event.event_date,correct,2026-04-02,2026-04-02
Haiku,PS1,KI1,2026-04-02-6589,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-02-6589,ai_system.developer,correct,Nota,Nota
Haiku,PS1,KI1,2026-04-02-6589,ai_system.deployer,correct,Nota,Nota
Haiku,PS1,KI1,2026-04-02-6589,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-02-6589,harm.affected_parties,correct,"Local journalists, local news sites, news deserts communities",local journalists
Haiku,PS1,KI1,2026-04-01-0b4d,event.event_type,incorrect,Proposed AI deployment in healthcare,AI hazard
Haiku,PS1,KI1,2026-04-01-0b4d,ai_system.system_type,incorrect,Medical imaging interpretation (mammography and X-ray analysis),decision support
Haiku,PS1,KI1,2026-04-01-0b4d,harm.harm_type,incorrect,"Patient safety risk, AI misdiagnosis",physical
Haiku,PS1,KI1,2026-04-01-0b4d,harm.severity,missing,not stated,minor
Haiku,PS1,KI1,2026-04-01-0b4d,event.event_date,correct,2026-04-01,2026-04-01
Haiku,PS1,KI1,2026-04-01-0b4d,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-01-0b4d,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-01-0b4d,ai_system.deployer,correct,NYC Health + Hospitals,NYC Health + Hospitals
Haiku,PS1,KI1,2026-04-01-0b4d,event.event_location,correct,United States,"New York City, United States"
Haiku,PS1,KI1,2026-04-01-0b4d,harm.affected_parties,correct,"Radiologists, patients",patients
Haiku,PS1,KI1,2026-04-01-9e43,event.event_type,incorrect,Export control legislation,AI hazard
Haiku,PS1,KI1,2026-04-01-9e43,ai_system.system_type,missing,not stated,other
Haiku,PS1,KI1,2026-04-01-9e43,harm.harm_type,incorrect,National security risk,other
Haiku,PS1,KI1,2026-04-01-9e43,harm.severity,missing,not stated,severe
Haiku,PS1,KI1,2026-04-01-9e43,event.event_date,correct,2026-04-01,2026-04-01
Haiku,PS1,KI1,2026-04-01-9e43,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-01-9e43,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-01-9e43,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-01-9e43,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-01-9e43,harm.affected_parties,hallucinated,"China, United States",not stated
Haiku,PS1,KI1,2026-04-01-2782,event.event_type,incorrect,AI System Failure / Safety Incident,AI incident
Haiku,PS1,KI1,2026-04-01-2782,ai_system.system_type,incorrect,Autonomous Vehicle / Self-driving Car,autonomous vehicle
Haiku,PS1,KI1,2026-04-01-2782,harm.harm_type,incorrect,Safety Risk,physical
Haiku,PS1,KI1,2026-04-01-2782,harm.severity,missing,not stated,minor
Haiku,PS1,KI1,2026-04-01-2782,event.event_date,correct,2026-04-01,2026-04-01
Haiku,PS1,KI1,2026-04-01-2782,ai_system.name,hallucinated,Robotaxi AI System,not stated
Haiku,PS1,KI1,2026-04-01-2782,ai_system.developer,correct,"Tesla, Inc.",Tesla
Haiku,PS1,KI1,2026-04-01-2782,ai_system.deployer,correct,"Tesla, Inc.",Tesla
Haiku,PS1,KI1,2026-04-01-2782,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-01-2782,harm.affected_parties,incorrect,Public,"passengers, pedestrians"
Haiku,PS1,KI1,2026-04-01-e72a,event.event_type,incorrect,AI system causing infrastructure disruption,AI incident
Haiku,PS1,KI1,2026-04-01-e72a,ai_system.system_type,incorrect,AI-driven software development tools,generative AI
Haiku,PS1,KI1,2026-04-01-e72a,harm.harm_type,incorrect,"Infrastructure disruption, approval delays, app removal",economic
Haiku,PS1,KI1,2026-04-01-e72a,harm.severity,incorrect,High,moderate
Haiku,PS1,KI1,2026-04-01-e72a,event.event_date,correct,2026-04-01,2026-04-01
Haiku,PS1,KI1,2026-04-01-e72a,ai_system.name,hallucinated,vibe coding tools,not stated
Haiku,PS1,KI1,2026-04-01-e72a,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-01-e72a,ai_system.deployer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-04-01-e72a,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-04-01-e72a,harm.affected_parties,correct,"Apple Inc., App Store users, App developers, Indie game developers","app developers, Apple"
Haiku,PS1,KI1,2026-03-31-1326,event.event_type,incorrect,AI-assisted plagiarism in journalism,AI incident
Haiku,PS1,KI1,2026-03-31-1326,ai_system.system_type,incorrect,AI writing/drafting tool,generative AI
Haiku,PS1,KI1,2026-03-31-1326,harm.harm_type,incorrect,"Plagiarism, intellectual property infringement, breach of journalistic ethics",rights violation
Haiku,PS1,KI1,2026-03-31-1326,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-03-31-1326,event.event_date,correct,2026-03-31,2026-03-31
Haiku,PS1,KI1,2026-03-31-1326,ai_system.name,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-03-31-1326,ai_system.developer,true_negative,not stated,not stated
Haiku,PS1,KI1,2026-03-31-1326,ai_system.deployer,hallucinated,Alex Preston,not stated
Haiku,PS1,KI1,2026-03-31-1326,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-03-31-1326,harm.affected_parties,correct,"The New York Times, The Guardian, Alex Preston, readers","The Guardian, original reviewer"
Haiku,PS1,KI1,2026-03-31-f6f8,event.event_type,incorrect,Security vulnerability - Excessive default permissions,AI incident
Haiku,PS1,KI1,2026-03-31-f6f8,ai_system.system_type,correct,AI Agent,ai agent
Haiku,PS1,KI1,2026-03-31-f6f8,harm.harm_type,incorrect,"Unauthorized access to sensitive data, intellectual property theft, infrastructure exposure",rights violation
Haiku,PS1,KI1,2026-03-31-f6f8,harm.severity,missing,not stated,significant
Haiku,PS1,KI1,2026-03-31-f6f8,event.event_date,correct,2026-03-31,2026-03-31
Haiku,PS1,KI1,2026-03-31-f6f8,ai_system.name,correct,Google Cloud Vertex AI Agent Engine,Vertex AI Agent Engine
Haiku,PS1,KI1,2026-03-31-f6f8,ai_system.developer,correct,Google,Google
Haiku,PS1,KI1,2026-03-31-f6f8,ai_system.deployer,correct,Google Cloud,Google Cloud
Haiku,PS1,KI1,2026-03-31-f6f8,event.event_location,correct,United States,United States
Haiku,PS1,KI1,2026-03-31-f6f8,harm.affected_parties,correct,"Google Cloud customers, Google",Google Cloud customers
Haiku,PS1,KI1,2026-03-31-c2e0,event.event_type,incorrect,Military AI system testing,AI hazard
Haiku,PS1,KI1,2026-03-31-c2e0,ai_system.system_type,incorrect,AI-enabled autonomous strike drone,autonomous vehicle
Haiku,PS1,KI1,2026-03-31-c2e0,harm.harm_type,incorrect,Potential risks associated with autonomous weapon systems,physical
Haiku,PS1,KI1,2026-03-31-c2e0,harm.severity,missing,not stated,moderate
Haiku,PS1,KI1,2026-03-31-c2e0,event.event_date,correct,2026-03-31,2026-03-31
Haiku,PS1,KI1,2026-03-31-c2e0,ai_system.name,correct,Lumberjack,Lumberjack
